x,y,label
-2.2181544,-0.04481233,1
0.8761232,-0.15062094,0
-2.1386735,-0.445756,1
-0.928779,-0.48605877,1
-0.03703671,-0.9279303,1
3.2473063,0.78567123,0
-0.43326706,-0.84618074,1
-2.1200628,-0.20466058,1
4.290317,3.7970252,0
-1.9110386,1.3035007,1
1.3878661,-0.3311736,0
-1.6324685,-0.97745574,1
-1.874811,-0.6423428,1
3.5541334,2.1269784,0
1.9940524,0.35507083,0
-2.2108755,-0.04934275,1
-1.7779456,1.0934634,1
0.85229325,-0.15923494,0
1.5020475,-1.0355872,0
-0.8356105,-1.0831561,1
-2.1193614,0.09988907,1
-1.0196629,-0.93469226,1
-1.8405876,1.321059,1
2.2286644,-0.5536938,0
-1.2123088,-0.07612586,1
-0.49951273,-1.1834493,1
1.5975037,-1.4062859,0
1.8583946,-0.72190803,0
2.8326406,0.97319186,0
2.7600465,-0.087749496,0
-2.0261734,0.8314357,1
2.247681,-0.6559407,0
-1.4680115,2.8322294,1
4.134646,1.397505,0
0.6087396,-1.3461105,0
1.6242342,0.00036203396,0
1.4419894,0.2484165,0
-2.164745,-0.41843897,1
-1.6738856,1.0645874,1
-1.2776423,-0.0059858058,1
-1.8825023,-0.31175292,1
-0.29758033,-1.567286,1
0.6116491,-1.3931777,0
-0.18935345,-0.207257,1
3.561102,0.8724177,0
1.6058962,0.4532143,0
-0.79789287,1.554621,1
-1.99575,0.50217015,1
0.53666556,0.9401045,0
-1.7907699,1.795109,1
-1.7109728,1.3332411,1
-1.426757,-0.66217995,1
1.1959857,-1.0346516,0
-1.7344785,-0.22763479,1
-1.2456559,-0.8970987,1
1.7455151,-1.0837679,0
-0.94279563,-0.24543852,1
-0.85874313,-0.19598022,1
-0.71437,0.9800844,1
-2.124333,0.2761593,1
-2.2274623,-0.21587709,1
-2.2066877,-0.02729866,1
-2.0981083,-0.45589304,1
1.8096778,0.85838616,0
-1.9688218,0.74796635,1
0.827491,-0.6242544,0
1.9707619,-0.2865407,0
-1.7835746,-0.4494959,1
1.0275737,-1.1534244,1
-2.1277046,-0.43058467,1
1.5163738,1.3006258,0
1.9732668,-0.68173873,0
-0.66624385,-0.38766557,1
-0.45372465,-1.4753551,1
2.893865,0.9604919,0
-2.2406192,-0.13943362,1
-1.3516366,0.87658465,1
1.9293594,0.642905,0
-0.7710848,-1.091213,1
1.1919953,-1.5155103,0
-2.1585987,0.06731199,1
-2.2064974,-0.19363105,1
1.8187664,-1.0267814,0
-1.2999287,0.20345342,1
-0.14170393,-0.3944344,1
0.9264422,-0.105184786,0
-2.1183205,-0.42189237,1
1.2201827,3.920326,1
-0.57970965,2.858658,1
-0.5713998,-0.04832323,1
-1.0831668,-0.5089076,1
2.1485772,-0.40515578,0
-2.210383,-0.13957125,1
1.3367729,-1.4034703,0
3.4334779,0.83724487,0
1.7660475,-0.33875245,0
-1.8980346,-0.58564687,1
-2.1082528,0.58919626,1
0.04093232,0.12617126,0
2.3011336,-0.13201503,0
-0.64013445,0.5584973,1
-0.6481527,-0.9427037,1
-1.10266,0.07739779,1
1.2941965,-0.8763329,0
1.160585,-1.5234648,0
1.1304384,-1.0781192,0
2.9999042,-0.12878639,0
-1.2334296,-0.57552594,1
2.001413,-0.8899672,0
-1.103592,0.44396144,1
1.5735972,-1.2599136,0
1.7036686,1.7829304,0
-0.2710016,-0.25451362,1
2.5411322,1.6309377,0
-0.16585064,-1.5611453,1
6.000325,6.618681,0
1.9559896,-0.90278506,0
-1.635052,0.29555762,1
-0.43894148,-0.3578776,1
0.50476164,0.11821475,0
-2.1133416,0.08592386,1
1.4598175,-0.14497879,0
-2.1360297,-0.47385702,1
-2.0317473,-0.6261741,1
1.5828629,0.68855244,0
-1.0260593,-0.10520295,1
1.3917856,-1.3890704,0
1.5505022,-0.9430616,0
-1.9521046,0.65151596,1
1.1387545,0.14830165,0
1.7215283,0.16356917,0
-2.0544484,1.2072676,1
1.4858016,-1.3035051,0
-1.214682,0.60653806,1
0.17693402,-0.35082775,1
-2.1573994,-0.028437778,1
1.9181545,-0.59069526,0
-1.6403623,2.290902,1
2.6828852,-0.059391595,0
-1.3645015,2.6029975,1
-1.6715426,-0.27240422,1
-1.5921096,0.19100718,1
-1.9273406,-0.64203477,1
3.6716523,0.78400964,0
2.2065427,0.04263105,0
3.1842237,2.6690245,0
1.4277457,-1.4334586,0
-1.6105129,1.4284475,1
3.2283316,0.93919396,0
0.28695816,-0.72672707,1
0.7942885,-0.69393885,0
-1.7844319,0.17442302,1
1.5100014,2.895242,0
-2.1726213,0.39940304,1
-0.5138402,-1.1273161,1
-2.0919456,0.46458793,1
-1.6410288,-0.5948691,1
-2.0475664,-0.18503617,1
-1.8793538,-0.42793363,1
2.6859047,-0.26535589,0
0.9445038,-0.10002881,0
-1.8193308,-0.5217063,1
-1.186001,-0.7676195,1
1.8453441,-0.72950757,0
1.9867901,-0.8558041,0
-2.0755816,-0.36530718,1
1.4955165,-0.5653291,0
2.8223896,0.012298143,0
-1.7465122,-0.1554485,1
-1.9842435,0.30980277,1
0.9578662,0.8816812,0
-2.1600318,-0.4343319,1
2.0540469,3.142023,0
1.5548853,-0.5831161,0
-1.6404232,-0.97946864,1
2.0506253,-0.30090216,0
-1.5933211,1.2200785,1
1.4300177,-1.0335026,0
1.935537,-1.0553906,0
0.60049266,-1.3919668,0
-2.0703661,-0.29509702,1
-2.1935065,-0.26753554,1
-2.2085814,-0.13262619,1
1.2516711,2.8134286,1
1.8117869,0.95381904,0
1.822778,-0.17764302,0
0.7660342,-1.5954465,0
2.3122044,1.2378654,0
-2.0792997,-0.307713,1
-1.6883717,-0.796748,1
2.3312535,-0.59302723,0
-2.2337492,-0.20589353,1
1.4384587,-1.2545706,0
1.9120883,-1.2391152,0
0.83437216,-1.5391092,0
2.4806755,-0.33195323,0
3.0821013,1.1972436,0
-1.2229648,-1.1876975,1
-1.075994,-0.52467495,1
1.7918139,-1.1575665,0
-1.8572078,1.2746569,1
-2.2212503,0.26550198,1
0.12829246,-0.7633858,0
-0.75398964,-0.39327958,1
-1.5631464,2.110069,1
0.8242972,-0.18961206,0
0.8535644,-0.88404644,0
-2.148738,-0.42244878,1
2.238132,-0.15919648,0
-1.232455,3.2695162,1
-2.1136909,-0.25326476,1
1.7584808,0.9809683,0
1.4210867,-1.3481367,0
-1.537876,1.6877702,1
-0.17417218,1.8628573,1
-2.2441168,-0.037205406,1
-1.9440664,-0.7032104,1
-0.20084098,2.8648028,1
-2.2085135,0.089715295,1
2.6340811,0.45966685,0
2.1774383,-0.962049,0
-1.0598708,0.91595495,1
1.9516263,-0.99005187,0
-1.7435675,0.5904011,1
0.8660817,0.33766448,0
1.3756307,-1.3300626,0
2.6134222,-0.10900834,0
-0.7630488,-1.2477918,1
1.0567076,-0.74787164,0
-0.32610825,-0.13123968,1
-0.7319473,-0.90397656,1
2.7754889,1.6352803,0
1.7366841,-0.71346635,0
5.1895347,4.342269,0
-1.9736876,0.9359326,1
1.1827426,-0.35236394,1
1.8040042,-0.065296486,0
-2.1536334,-0.10317221,1
-0.13147917,-0.75026506,1
-1.0587398,-1.2522731,1
1.206207,-0.7428135,0
0.59874594,-1.0182133,1
0.23952502,-1.6713953,0
-1.034566,-0.55096805,1
-1.0917003,-1.3006896,1
-2.231572,-0.14688306,1
-1.4224368,0.7368332,1
-1.8021364,1.6962963,1
-1.3543264,-1.1607687,1
-1.2516756,-0.8794461,1
-0.92045385,2.1152358,1
1.000952,-0.8990159,0
-1.529139,0.32277948,1
2.346279,-0.65034354,0
-0.77417547,-0.6681395,1
-0.10527848,-0.5679809,1
-2.181119,0.29314703,1
-2.123238,-0.4180697,1
-1.0521019,-1.1711059,1
0.38772824,0.8677692,0
-1.6397834,2.196696,1
0.08086165,0.9045055,1
-0.99173903,-0.8830514,1
-0.51421356,1.9176632,1
-1.4470387,0.8074948,1
1.6342113,-1.0128837,0
2.0164807,1.8929435,0
1.9383082,0.27758968,0
-1.8629477,1.5283263,1
2.306183,-0.8548626,0
0.67338747,-0.8758685,0
1.895428,-0.99420446,0
-2.15486,0.5470023,1
3.8128715,0.8962132,0
2.3064556,-0.17642468,0
3.801514,3.5177398,0
-1.9401541,-0.7119807,1
1.4500914,-1.383627,0
-2.166931,-0.40422988,1
-0.7101021,-1.3657953,1
-1.7292721,1.7121377,1
-0.46843308,0.93559,1
-2.2083678,0.005078935,1
2.1046853,1.0749015,0
0.7485412,-1.3038578,0
-0.07303214,1.3370587,1
-2.0486708,0.8475726,1
-1.2126437,-0.48335394,1
-1.6693783,-0.5456842,1
-0.114363834,0.2861268,1
-0.27954388,-1.048707,1
-1.7218287,-0.89118826,1
1.9273205,0.5102644,0
-2.0290232,-0.6162078,1
1.4426347,-1.3887178,0
-1.5560898,1.33835,1
-0.57865024,-1.1433495,1
1.8402209,-1.1569614,0
-0.7459225,0.15094796,1
-2.0126185,-0.4795939,1
2.3035758,0.6730394,0
-1.9728172,-0.0736241,1
0.112160996,1.0353023,1
0.69969964,-0.90999806,1
-2.021233,0.10903241,1
-0.77525485,-1.4204872,1
-1.8909999,1.3410183,1
1.0057492,0.17046022,0
-0.34043652,-0.52297556,1
0.5821196,-1.6012762,0
-0.49862447,1.765315,1
-1.7189333,1.88252,1
1.8600999,-1.0305941,0
2.0227861,-0.80979645,0
2.085566,-0.5041956,0
-2.0246685,0.66506577,1
-1.8872813,1.2544513,1
-0.71103716,2.5790792,1
-2.2117891,-0.050533768,1
-1.0693023,-0.6814065,1
0.64877796,-1.2435213,0
-1.6500531,1.8873408,1
1.6071773,-0.5900145,0
-1.8212327,1.1028832,1
-2.1126983,0.35221982,1
1.9088318,1.1274105,0
0.48082098,-1.0269389,0
-2.1892245,-0.30589646,1
0.44350293,-1.6338274,0
1.1258899,-1.4643809,0
0.83456206,-1.1603917,0
-2.1715815,-0.20372167,1
1.3110752,-1.4470344,0
2.0350323,-0.16745949,0
-1.6007838,-0.82906497,1
-1.0469676,1.0851231,1
2.9622505,1.3316445,0
1.1022972,0.48295847,0
-2.0272794,-0.5959946,1
0.9482999,0.47790825,0
0.29326314,-0.75712574,1
2.003738,-0.65838593,0
-0.40478313,-1.1402237,1
1.4442462,-1.3314917,0
1.155629,-1.4642615,0
-1.8043348,1.242363,1
1.3748091,0.7121179,0
-0.45558432,0.19446033,1
2.73284,1.7613964,0
1.1040468,0.37983766,0
-1.8269005,-0.10103707,1
0.48505116,0.2556169,1
0.09991643,-0.38986576,1
-1.5440667,1.1455584,1
-2.1212053,0.03660887,1
0.5226953,-0.6316284,1
1.0133717,-1.138624,1
1.2198386,-0.35510617,0
-1.2040691,1.5264455,1
2.2019386,-0.51073015,0
0.53570473,-1.5057106,0
1.3399053,-1.2203152,0
-2.0966744,-0.3207399,1
2.2190351,-0.23212203,0
4.9473515,3.256867,0
1.5557642,-1.2976043,0
1.8801869,-0.81567675,0
-0.8105782,-1.2583219,1
-2.1310408,-0.4357006,1
-0.49086827,-1.0989857,1
2.0753243,-1.0726526,0
-1.8439839,-0.5423409,1
1.3273805,-0.93576306,1
0.703208,-0.272371,1
-2.117137,-0.35924408,1
1.9233336,0.006405553,0
1.9067461,-0.050490543,0
-0.9978728,-0.8761618,1
1.334646,-0.58776474,0
-2.2317655,-0.17460144,1
-0.010154618,-1.5495527,0
-1.213067,-0.39625072,1
1.4948952,-1.3303163,0
3.0619245,0.038195595,0
1.0997894,-0.40157163,0
3.4747171,0.5617694,0
-2.1820252,0.1858381,1
-1.9268807,-0.6949547,1
-1.4707937,-0.5177006,1
-2.1473525,0.6287565,1
2.6733298,0.047792997,0
-0.011926943,0.5267519,1
-0.6488148,-1.1657906,1
0.2931003,-1.389743,0
-2.196557,-0.03616086,1
2.4318125,-0.045412183,0
2.903851,0.7433626,0
1.5141882,-1.2150506,0
3.2673094,0.58240944,0
-1.6588191,-0.0059666885,1
1.2133496,0.49377063,1
-2.1914642,-0.3713625,1
2.1850023,1.3749914,0
3.0721912,0.04932813,0
2.9501305,0.82350117,0
-1.9176385,0.57955223,1
-0.88805145,-0.752429,1
-1.7642963,-0.65635324,1
1.4458454,-1.0919275,0
1.581933,-1.208492,0
-1.9084618,-0.44615173,1
-2.0911295,0.62614906,1
2.0512416,-0.5517576,0
1.042505,-0.07127032,0
1.8895451,-0.9998425,0
-2.0382555,-0.17032403,1
-2.06728,0.6415794,1
1.7989132,-0.86933565,0
1.0400847,1.1273142,0
-1.6343765,1.9556777,1
-1.7143905,1.7565525,1
-1.119091,-1.131775,1
-1.7462952,0.7200183,1
-1.7193565,-0.77937627,1
0.8949653,0.11161605,0
-1.6364683,0.5891921,1
-2.1139464,0.27663496,1
-1.6777852,1.2952347,1
0.17976478,-1.6051619,0
0.6687664,-0.7401719,0
-1.7756144,0.49966362,1
-1.6152751,-0.9252231,1
1.829355,-0.9532595,0
-1.4651406,0.18499482,1
1.1442204,0.25954247,0
1.0968963,-1.5453203,0
-1.440922,2.283388,1
1.5961776,-1.2523344,0
1.1043472,-1.5540236,0
-1.7807114,1.9222988,1
-2.1878586,-0.17541833,1
-2.0801563,0.74880373,1
-2.1110668,-0.063520946,1
-1.4653556,1.3224702,1
-2.055888,-0.06093857,1
-0.09956423,-0.30095074,1
-2.189179,0.39355695,1
-1.0498048,0.2639231,1
-0.25467747,-0.88629144,1
0.7010184,-0.06677905,0
-0.6985673,-0.16754436,1
-1.919806,-0.6372278,1
-0.4457908,-1.0830163,1
-2.1611834,0.21824667,1
-2.158029,-0.10430448,1
3.2135596,0.19712138,0
-2.0428526,0.45395333,1
-0.69301766,0.51688766,1
2.4863162,0.44543236,0
3.9793503,3.434885,0
-2.1361628,0.29630393,1
-1.0739973,3.3855696,1
1.5664809,-1.1334215,0
-2.1525812,0.35015818,1
-0.82053226,1.2189132,1
1.6584517,-0.2915607,0
-2.1949677,0.13555667,1
-2.2060602,0.24260405,1
4.5845933,2.247285,0
-1.7337856,1.6704061,1
-1.8539792,1.3545806,1
-1.9731187,0.29730478,1
-1.4599049,-0.82639456,1
-1.6792957,-0.7806908,1
1.3660642,-1.3638244,0
1.6488856,0.033937193,0
2.6008918,-0.032820992,0
2.6338828,0.142658,0
-0.47170705,0.2755452,1
1.4068758,-1.3692709,0
2.6510022,-0.5452155,0
0.5004849,1.6018807,0
-1.3500131,0.024096739,1
-1.5756233,2.542224,1
-1.7753202,0.6553016,1
-1.1873851,0.33596456,1
1.9104294,-0.8634993,0
-1.9250209,-0.56105614,1
1.0710177,-0.26538017,0
2.0691507,1.2105463,0
